,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU723,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__,s__
OTU724,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__,g__,s__
OTU725,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__,g__,s__
OTU726,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__
OTU7264,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU727,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Sorangium,s__
OTU728,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__ADurb.Bin063-1,s__
OTU729,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Candidatus_Solibacter,s__
OTU73,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,s__
OTU730,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__,g__,s__
OTU731,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__PMMR1,s__
OTU732,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU733,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__,g__,s__
OTU734,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU735,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Thalassobaculales,f__,g__,s__
OTU7350,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
OTU736,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__
OTU737,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__,g__,s__
OTU738,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__,g__,s__
OTU739,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__
OTU74,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultivated_soil_bacterium_clone_C112,f__,g__,s__
OTU740,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
OTU7400,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Bordetella,s__
OTU741,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Chiayiivirga,s__
OTU742,k__Bacteria,p__Gemmatimonadetes,c__S0134_terrestrial_group,o__,f__,g__,s__
OTU743,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__,g__,s__
OTU744,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Salinisphaerales,f__Solimonadaceae,g__Fontimonas,s__
OTU745,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__,s__
OTU746,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Segetibacter,s__
OTU747,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella,s__actinobacterium_WWH12
OTU748,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Candidatus_Solibacter,s__
OTU749,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__,g__,s__
OTU75,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Kocuria,s__
OTU750,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__Hymenobacter_sp
OTU751,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__,g__,s__
OTU752,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
OTU753,k__Bacteria,p__Chloroflexi,c__TK10,o__,f__,g__,s__
OTU754,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas,s__Pseudoxanthomonas_sp
OTU755,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,f__,g__,s__
OTU756,k__Bacteria,p__Latescibacteria,c__,o__,f__,g__,s__
OTU757,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU758,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Family_XI,g__Gallicola,s__
OTU7584,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Flavisolibacter,s__
OTU759,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__,g__,s__
OTU7594,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Elsterales,f__,g__,s__
OTU76,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__,s__
OTU760,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__,g__,s__
OTU761,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
OTU762,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__
OTU763,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__,g__,s__
OTU7630,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Candidatus_Udaeobacter,s__
OTU764,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Spirosoma,s__Spirosoma_sp
OTU765,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__,s__
OTU7651,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Virgisporangium,s__
OTU766,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudorhodoplanes,s__
OTU767,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU768,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Chitinophaga,s__
OTU769,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Ardenticatenales,f__,g__,s__
OTU77,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__
OTU770,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Sanguibacteraceae,g__Sanguibacter,s__
OTU771,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__
OTU772,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_sp
OTU773,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae,g__,s__
OTU774,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__IMCC26256,f__,g__,s__
OTU775,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
OTU7750,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU776,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Rikenella,s__
OTU777,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__Acidobacteria_bacterium_IGE-011,f__,g__,s__
OTU778,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__
OTU779,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
OTU78,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__KF-JG30-B3,g__,s__
OTU780,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__
OTU781,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__,g__,s__
OTU7813,k__Bacteria,p__Epsilonbacteraeota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__
OTU782,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU783,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__
OTU784,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__,s__
OTU785,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Flavisolibacter,s__
OTU7852,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Roseimicrobium,s__
OTU786,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Oceanicella,s__Rhodovulum_sp
OTU787,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__SC-I-84,g__,s__
OTU788,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__,g__,s__
OTU789,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__,g__,s__
OTU7892,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__Acidobacteria_bacterium_IGE-010,f__,g__,s__
OTU79,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Hydrogenophaga,s__
OTU790,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,s__
OTU791,k__Bacteria,p__Acidobacteria,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,s__
OTU792,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae,g__Candidatus_Alysiosphaera,s__
OTU793,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__
OTU794,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Amb-16S-1323,g__,s__
OTU795,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__,s__
OTU796,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,f__,g__,s__
OTU797,k__Bacteria,p__,c__,o__,f__,g__,s__
OTU798,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU7987,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__,g__Bauldia,s__
OTU799,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__,s__
OTU7995,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__,s__
OTU8,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__,s__
OTU80,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Steroidobacter,s__
OTU800,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__,s__
OTU801,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__
OTU802,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Thermobacillus,s__
OTU803,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__,g__,s__
OTU804,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__
OTU805,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Niastella,s__
OTU806,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__,g__,s__
OTU807,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__
OTU8070,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__,g__,s__
OTU808,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
OTU809,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Gemmobacter,s__
OTU8099,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__,s__
OTU81,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__
OTU810,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__
OTU811,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__
OTU812,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae,g__,s__
OTU813,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Nibribacter,s__
OTU814,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__Gemmatimonadaceae_bacterium_LWQ133
OTU815,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU816,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__
OTU817,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__,s__
OTU8177,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Variovorax,s__
OTU818,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__,s__
OTU819,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Enhydrobacter,s__
OTU82,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__,f__,g__,s__
OTU820,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU821,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__,g__,s__
OTU823,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatirosa,s__
OTU824,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__
OTU825,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU826,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU827,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU8276,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__,g__,s__
OTU828,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__MND1,s__
OTU829,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,g__,s__
OTU83,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Solibacillus,s__
OTU830,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Eubacterium]_ruminantium_group,s__
OTU831,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__,g__,s__
OTU832,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__
OTU833,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__,g__,s__
OTU8330,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__,s__
OTU834,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Nonomuraea,s__
OTU835,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__,g__,s__
OTU836,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
OTU837,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Mizugakiibacter,s__
OTU838,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__,s__
OTU839,k__Bacteria,p__Gemmatimonadetes,c__S0134_terrestrial_group,o__,f__,g__,s__
OTU84,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Ensifer,s__
OTU840,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
OTU841,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__,g__,s__
OTU8414,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Klebsiella,s__
OTU842,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__,g__,s__
OTU8426,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__,g__,s__
OTU843,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__
OTU8433,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__
OTU844,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__PLTA13,f__,g__,s__
OTU845,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__
OTU846,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
OTU847,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Polaromonas,s__
OTU8476,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_UCG-014,s__
OTU848,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41,g__,s__
OTU849,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__IS-44,s__
OTU85,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__
OTU850,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__
OTU851,k__Bacteria,p__Gemmatimonadetes,c__S0134_terrestrial_group,o__,f__,g__,s__
OTU852,k__Bacteria,p__Gemmatimonadetes,c__S0134_terrestrial_group,o__,f__,g__,s__
OTU854,k__Bacteria,p__Gemmatimonadetes,c__Longimicrobia,o__Longimicrobiales,f__Longimicrobiaceae,g__Longimicrobium,s__
OTU855,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Steroidobacter,s__
OTU856,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Spirosoma,s__Spirosoma_sp
OTU8564,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae,g__,s__
OTU857,k__Bacteria,p__Planctomycetes,c__OM190,o__,f__,g__,s__
OTU858,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__Nitrosospira,s__
OTU859,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__
OTU86,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae,g__,s__
OTU860,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,s__
OTU861,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Blastocatellales,f__Blastocatellaceae,g__Stenotrophobacter,s__
OTU862,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae,g__,s__
OTU864,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nitrosococcales,f__Nitrosococcaceae,g__SZB85,s__
OTU865,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__,g__,s__
OTU8651,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Adhaeribacter,s__
OTU866,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Kineosporiales,f__Kineosporiaceae,g__Quadrisphaera,s__
OTU867,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__,f__,g__,s__
OTU868,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__Ellin6067,s__
OTU869,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__
OTU87,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU870,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__UTBCD1,s__
OTU871,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__,g__,s__
OTU872,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU873,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__
OTU874,k__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__S085,f__,g__,s__
OTU875,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__,s__
OTU8757,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU876,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU877,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__
OTU878,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU879,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__
OTU88,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,s__
OTU8808,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__,s__
OTU881,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Thauera,s__
OTU882,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Enterorhabdus,s__
OTU8829,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU883,k__Bacteria,p__Gemmatimonadetes,c__BD2-11_terrestrial_group,o__,f__,g__,s__
OTU884,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__,g__,s__
OTU885,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__,g__,s__
OTU8856,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__,s__
OTU886,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__
OTU887,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__
OTU8875,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__,s__
OTU888,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__,s__
OTU889,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_cohnii
OTU89,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU8908,k__Bacteria,p__Latescibacteria,c__,o__,f__,g__,s__
OTU891,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU892,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Rodentibacter,s__
OTU893,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae,g__,s__
OTU894,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Weissella,s__
OTU895,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae,g__,s__
OTU8954,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__
OTU896,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__,g__,s__
OTU8960,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__
OTU898,k__Bacteria,p__Planctomycetes,c__OM190,o__,f__,g__,s__
OTU8982,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__
OTU899,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Luteimonas,s__
OTU9,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Massilia,s__
OTU90,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Luteimonas,s__
